sha256,canonical_abs_path,canonical_rel_path,filename,ext,size_bytes,width,height,root_key,subject,subject_detail,source_platform,source_collection,source_creator,source_confidence,content_kind,duplicate_count,suggested_title,suggested_image_code,db_ready,bucket,bucket_reason
9a9cfb1e4d1a1fa55b05b87d476f13c9054b39e30e89c50c6a96f47201f925d4,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ssm\5' Falcon construction 1.jpg,historical\ssm\5' Falcon construction 1.jpg,5' Falcon construction 1.jpg,.jpg,98503,1350,671,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-9A9CFB1E4D1A,yes,needs_review,historical_compilation
f581c10f39224f2c0ae0ec3251db89dbfb7c42c0244b9b6ef94beabea1adb24d,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ssm\5' Falcon construction 2.jpg,historical\ssm\5' Falcon construction 2.jpg,5' Falcon construction 2.jpg,.jpg,86329,667,501,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-F581C10F3922,yes,needs_review,historical_compilation
5fbed94958964b741f9adcc1a8c39ae62f2d293c329ab8098a1cbc7b9e45e111,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ssm\5' Falcon construction 3.jpg,historical\ssm\5' Falcon construction 3.jpg,5' Falcon construction 3.jpg,.jpg,99169,1056,658,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-5FBED9495896,yes,needs_review,historical_compilation
f18d5fb2e710a57931158db382a6dbb867c7d2e3a1a36e6696455363ec69941e,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ssm\5' MF 1.jpg,historical\ssm\5' MF 1.jpg,5' MF 1.jpg,.jpg,95920,926,695,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-F18D5FB2E710,yes,needs_review,historical_compilation
aa9c6335388f632cfc4d40aab92b38130f28ce67dd6a10fdfd824b2b1f10cf12,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ssm\5' MF 2.jpg,historical\ssm\5' MF 2.jpg,5' MF 2.jpg,.jpg,100505,789,611,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-AA9C6335388F,yes,needs_review,historical_compilation
e14a857acdee9b6ef3b9b4c73389214ae9fb69344b1c36fba0d4f9e9b8f25d7d,"D:\Documents\privat\MillenniumFalcon\mf\References\historical\ssm\5', carrying it_.jpg","historical\ssm\5', carrying it_.jpg","5', carrying it_.jpg",.jpg,94758,1024,749,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-E14A857ACDEE,yes,needs_review,historical_compilation
3bd1ae060c97ce37d4fd086e4031ab1b868ac7cc2455faee4a8907aac7026907,D:\Documents\privat\MillenniumFalcon\mf\References\historical\567600321ee6d7c119dc15913e313299.jpg,historical\567600321ee6d7c119dc15913e313299.jpg,567600321ee6d7c119dc15913e313299.jpg,.jpg,181269,960,627,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-3BD1AE060C97,yes,needs_review,historical_compilation
c6f4f0e2e7f3c1474ed1b0127533528b1f359fc75b6b42887436c9d13eac0ba8,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ILM_kits\Kit_images\5757_01.JPG,historical\ILM_kits\Kit_images\5757_01.JPG,5757_01.JPG,.jpg,171601,1654,1235,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-C6F4F0E2E7F3,yes,needs_review,historical_compilation
6db59b5168e1a92f34b49c086fe32340d61441f5c9f9c769020967f261fa03f2,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ILM_kits\Kit_images\5757_02.JPG,historical\ILM_kits\Kit_images\5757_02.JPG,5757_02.JPG,.jpg,134566,1658,1236,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-6DB59B5168E1,yes,needs_review,historical_compilation
9f2be8194dc660d40f9c8faba7b2c949d91ea6e80e4c0b1bde7e3736df4415d8,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ILM_kits\Kit_images\5757_03.JPG,historical\ILM_kits\Kit_images\5757_03.JPG,5757_03.JPG,.jpg,127960,1657,1237,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-9F2BE8194DC6,yes,needs_review,historical_compilation
35945f79e57f274df85a8e147ef94bbcfee1cd3b532be4a740ee633c91a05323,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ILM_kits\Kit_images\5757_05.JPG,historical\ILM_kits\Kit_images\5757_05.JPG,5757_05.JPG,.jpg,126168,1649,1243,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-35945F79E57F,yes,needs_review,historical_compilation
745d74f0d669d52d403c7c3d50fa8c8c947295cd5c68e0f7de5e07373fcaebe2,D:\Documents\privat\MillenniumFalcon\mf\References\historical\5f6a92c4544b13295b8a98c9_JonwithModel_IStarWars_MG0034.jpg,historical\5f6a92c4544b13295b8a98c9_JonwithModel_IStarWars_MG0034.jpg,5f6a92c4544b13295b8a98c9_JonwithModel_IStarWars_MG0034.jpg,.jpg,143807,1050,1500,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-745D74F0D669,yes,needs_review,historical_compilation
9d25c8624e8cb94c40b10961065a23eafe3eb42ce0629d184b453a1a3a795d32,D:\Documents\privat\MillenniumFalcon\mf\References\historical\60a83e5c7d298bba5f67e1b248f4ca4f.jpg,historical\60a83e5c7d298bba5f67e1b248f4ca4f.jpg,60a83e5c7d298bba5f67e1b248f4ca4f.jpg,.jpg,70568,750,501,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-9D25C8624E8C,yes,needs_review,historical_compilation
40d2c342eed4408c34020167e356b3719d44872191630e64f70191f15e84cc63,D:\Documents\privat\MillenniumFalcon\mf\References\historical\70ad89f07c74b9acfd07c8c56ceedb31.jpg,historical\70ad89f07c74b9acfd07c8c56ceedb31.jpg,70ad89f07c74b9acfd07c8c56ceedb31.jpg,.jpg,34065,400,268,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-40D2C342EED4,yes,needs_review,historical_compilation
030556b7010e496d48613cdd5c25346c566d1faf3b4baecba9ba1790fd449dc7,D:\Documents\privat\MillenniumFalcon\mf\References\historical\71b5395138cfd0c5730ae3da639eb54e.jpg,historical\71b5395138cfd0c5730ae3da639eb54e.jpg,71b5395138cfd0c5730ae3da639eb54e.jpg,.jpg,32847,404,316,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-030556B7010E,yes,needs_review,historical_compilation
615828f081bd2fc5437294b9604a6c3656ce1eee06ec6d5873593b5dd9326b78,D:\Documents\privat\MillenniumFalcon\mf\References\historical\73c50a339577fb1b49919efc01e65225.jpg,historical\73c50a339577fb1b49919efc01e65225.jpg,73c50a339577fb1b49919efc01e65225.jpg,.jpg,57910,336,500,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-615828F081BD,yes,needs_review,historical_compilation
8a36debe11017f5dc5519f3753920d5c322cef3108f75c22f24a88d7e1acbcfd,D:\Documents\privat\MillenniumFalcon\mf\References\historical\79820558_1_x.jpg,historical\79820558_1_x.jpg,79820558_1_x.jpg,.jpg,221868,1600,768,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-8A36DEBE1101,yes,needs_review,historical_compilation
545fbe846f09d12c725fa88ed0e91969d31000531d200352c5d5a17996f8091e,D:\Documents\privat\MillenniumFalcon\mf\References\historical\802b8c2e14e25074de629cf8e78e4712.jpg,historical\802b8c2e14e25074de629cf8e78e4712.jpg,802b8c2e14e25074de629cf8e78e4712.jpg,.jpg,31050,400,275,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-545FBE846F09,yes,needs_review,historical_compilation
358847c9796a4d639968ffd1fbc2920056050e7f4faa59b4a742c2d6bf1392f4,D:\Documents\privat\MillenniumFalcon\mf\References\historical\80ea2e7521f252eca1efe5fc2973aaa2.jpg,historical\80ea2e7521f252eca1efe5fc2973aaa2.jpg,80ea2e7521f252eca1efe5fc2973aaa2.jpg,.jpg,61190,850,560,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-358847C9796A,yes,needs_review,historical_compilation
9a2d86d13ebe53c6665ec20c93addf33b2c8c3fdb9a4382d33db6a5ae75ae8a2,D:\Documents\privat\MillenniumFalcon\mf\References\historical\81b6e87b5ca0c4e6944fa83c87367065.jpg,historical\81b6e87b5ca0c4e6944fa83c87367065.jpg,81b6e87b5ca0c4e6944fa83c87367065.jpg,.jpg,55538,640,434,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-9A2D86D13EBE,yes,needs_review,historical_compilation
fc7f604d25313c1f8a47398014773aa069d509a05ff239cd92c07a264c6c717c,D:\Documents\privat\MillenniumFalcon\mf\References\historical\81RR-oUQgoL._AC_SL1500_.jpg,historical\81RR-oUQgoL._AC_SL1500_.jpg,81RR-oUQgoL._AC_SL1500_.jpg,.jpg,138962,1500,799,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-FC7F604D2531,yes,needs_review,historical_compilation
72878fe00b8af5882d6e039f08214249e2b8302a90d004dd7cb04a165a2166cb,D:\Documents\privat\MillenniumFalcon\mf\References\historical\8485537f46d53cf324199ee9eeda6b68.jpg,historical\8485537f46d53cf324199ee9eeda6b68.jpg,8485537f46d53cf324199ee9eeda6b68.jpg,.jpg,80987,556,640,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-72878FE00B8A,yes,needs_review,historical_compilation
8354192188696c99cd37ef9b51512ac094d3864725c58c2e0f961f4e998d5760,D:\Documents\privat\MillenniumFalcon\mf\References\historical\850061a140009ef4f29429b869604c53.jpg,historical\850061a140009ef4f29429b869604c53.jpg,850061a140009ef4f29429b869604c53.jpg,.jpg,31065,400,269,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-835419218869,yes,needs_review,historical_compilation
ee180973c9a460adc391c109a4c76585105274ae1ca268389e5fc4795b697abd,D:\Documents\privat\MillenniumFalcon\mf\References\historical\8c5df386598102e6a26a66da45e428bd.jpg,historical\8c5df386598102e6a26a66da45e428bd.jpg,8c5df386598102e6a26a66da45e428bd.jpg,.jpg,77376,700,474,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-EE180973C9A4,yes,needs_review,historical_compilation
9d3c1c97cdae168132af7513f9fea1b6129d60da048c90dfd303fdd2ba7bd07f,D:\Documents\privat\MillenniumFalcon\mf\References\historical\97c4a45bce4f18207c2b488feb6606f5.jpg,historical\97c4a45bce4f18207c2b488feb6606f5.jpg,97c4a45bce4f18207c2b488feb6606f5.jpg,.jpg,49115,640,426,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-9D3C1C97CDAE,yes,needs_review,historical_compilation
9c85ef19d8864f3665d278bb19ca1b964d8e4569a7acd07afb2c4160ff6a7705,D:\Documents\privat\MillenniumFalcon\mf\References\historical\imgur\9KMO1ae.jpeg,historical\imgur\9KMO1ae.jpeg,9KMO1ae.jpeg,.jpeg,337722,2048,1362,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-9C85EF19D886,yes,needs_review,historical_compilation
15b2c3c41e5cfc67455ba0f403935e394b5f35a0401aff41b8390931ee682f98,D:\Documents\privat\MillenniumFalcon\mf\References\historical\dropbox\_ALJ01ii.jpeg,historical\dropbox\_ALJ01ii.jpeg,_ALJ01ii.jpeg,.jpeg,3747800,5629,3744,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-15B2C3C41E5C,yes,needs_review,historical_compilation
3cf66d96821b021235086c4bfc823fde8b898f5237c94f64aec0bc928b23c5e9,D:\Documents\privat\MillenniumFalcon\mf\References\historical\A-mrBDlCMAAIvHL.jpeg,historical\A-mrBDlCMAAIvHL.jpeg,A-mrBDlCMAAIvHL.jpeg,.jpeg,241732,2048,1274,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-3CF66D96821B,yes,needs_review,historical_compilation
27b428eccdb7db25457f2a628973f919482b182d91a496551bfbc1465ff0e51e,D:\Documents\privat\MillenniumFalcon\mf\References\historical\a120e832dcf6d8771754fb0306a88bfa.jpg,historical\a120e832dcf6d8771754fb0306a88bfa.jpg,a120e832dcf6d8771754fb0306a88bfa.jpg,.jpg,47477,685,458,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-27B428ECCDB7,yes,needs_review,historical_compilation
655047200e78605d152cd89d476835a23d4c26220384ede23ab5cb770101abc2,D:\Documents\privat\MillenniumFalcon\mf\References\historical\a225b3493e8a5ea30056f3cbc03f643c.jpg,historical\a225b3493e8a5ea30056f3cbc03f643c.jpg,a225b3493e8a5ea30056f3cbc03f643c.jpg,.jpg,36278,500,326,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-655047200E78,yes,needs_review,historical_compilation
6a743bbc2e87caef846d7df81a26a404276eb5b3bed6a6b5180867baf28a3108,D:\Documents\privat\MillenniumFalcon\mf\References\historical\a29f112876f1537aaf44011f5a62ad1c.jpg,historical\a29f112876f1537aaf44011f5a62ad1c.jpg,a29f112876f1537aaf44011f5a62ad1c.jpg,.jpg,93177,679,1005,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-6A743BBC2E87,yes,needs_review,historical_compilation
a2bc89bdfee2301f28fb13e1fb3a9f39f7825e4db6f0657c85246d13a2b2ad9d,D:\Documents\privat\MillenniumFalcon\mf\References\historical\a6afec3e3d3ee8a0eaf18501621b003d.jpg,historical\a6afec3e3d3ee8a0eaf18501621b003d.jpg,a6afec3e3d3ee8a0eaf18501621b003d.jpg,.jpg,13557,449,207,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-A2BC89BDFEE2,yes,needs_review,historical_compilation
db0b5203a06893130d2ea74078c8e2aeaf94dcf564c700eff744125c6d9aa42c,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ad7c8f56ddb0a9157559cbdbb277e3ab.jpg,historical\ad7c8f56ddb0a9157559cbdbb277e3ab.jpg,ad7c8f56ddb0a9157559cbdbb277e3ab.jpg,.jpg,49139,500,375,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-DB0B5203A068,yes,needs_review,historical_compilation
98bdce85282fdf442a7f1da72fc5655da8cd0d97619006df9bb2c4f3ad39bb09,D:\Documents\privat\MillenniumFalcon\mf\References\historical\alc1373krzgb1.png,historical\alc1373krzgb1.png,alc1373krzgb1.png,.png,7917348,3276,4096,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-98BDCE85282F,yes,needs_review,historical_compilation
0f3baac775f6e8992dd093caa15d4a60ae8eeca649888420fcdcc0c69289cbb1,D:\Documents\privat\MillenniumFalcon\mf\References\historical\b1457acc460e56ec65302e640616a167.jpg,historical\b1457acc460e56ec65302e640616a167.jpg,b1457acc460e56ec65302e640616a167.jpg,.jpg,67056,960,644,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-0F3BAAC775F6,yes,needs_review,historical_compilation
a15e066df4af85e3a196389ede8aad98014dc25ae101c4c518dd25e4c0f32d32,D:\Documents\privat\MillenniumFalcon\mf\References\historical\b90cc3745f2fd84a49a1361698c97102.jpg,historical\b90cc3745f2fd84a49a1361698c97102.jpg,b90cc3745f2fd84a49a1361698c97102.jpg,.jpg,90907,960,960,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-A15E066DF4AF,yes,needs_review,historical_compilation
4db9224f50eb0fbce233848b34a8ebbb5b9fc93ce1307a5b183864428e442000,D:\Documents\privat\MillenniumFalcon\mf\References\historical\b9a9e325f9a546d9ac90b9e6ab3c986e.jpg,historical\b9a9e325f9a546d9ac90b9e6ab3c986e.jpg,b9a9e325f9a546d9ac90b9e6ab3c986e.jpg,.jpg,95049,768,960,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-4DB9224F50EB,yes,needs_review,historical_compilation
bc040c1f33536b2cf50046d4d14c6f192cbbcd07e1f6521cfedcd481a5e4d679,D:\Documents\privat\MillenniumFalcon\mf\References\historical\Bay_327.jpg,historical\Bay_327.jpg,Bay_327.jpg,.jpg,78142,700,474,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-BC040C1F3353,yes,needs_review,historical_compilation
1032818e34bb6c251129e96a8a667ca1013bd6fc14f3af29646787603d7b9093,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ILM_kits\Blockade_multiscale.JPG,historical\ILM_kits\Blockade_multiscale.JPG,Blockade_multiscale.JPG,.jpg,308743,700,1036,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-1032818E34BB,yes,needs_review,historical_compilation
5089c863a76e26df97fcd40e0e8ee534a125a0718a16bbe3a164dd916e8836c8,D:\Documents\privat\MillenniumFalcon\mf\References\historical\ILM_kits\Kit_images\Blockade_Top.jpg,historical\ILM_kits\Kit_images\Blockade_Top.jpg,Blockade_Top.jpg,.jpg,88318,666,960,mf_references,Millennium Falcon,historical,historical,historical,local historical compilation,medium,historical_reference,1,Millennium Falcon - historical - historical,REF-5089C863A76E,yes,needs_review,historical_compilation
